check_id,Transaction_ID,Transaction_Date,Invoice_No,Distributor_ID,Outlet_ID,SKU_ID,Sales_Type,Quantity,Net_Sales,Salesperson_ID,Month,Secondary_Sales,Snapshot_Date,Opening_Stock,Primary_Received,Sales_Return,Adjustment,Closing_Stock,Collection_ID,Invoice_Amount,Collection_Amount
T-02,TXN01080298,2024-11-09,SI/2425/0039756,DST-0099,OUT-05970,SKU-0001,Secondary,39,1219.77,,,,,,,,,,,,
T-02,TXN01080299,2021-06-28,SI/2122/0009546,DST-0080,OUT-04860,SKU-0047,Secondary,1,268.17,,,,,,,,,,,,
T-02,TXN01080300,2024-12-19,SI/2425/0047106,DST-0022,OUT-01305,SKU-0048,Secondary,25,4299.28,,,,,,,,,,,,
T-02,TXN01080301,2024-07-04,SI/2425/0016190,DST-0050,OUT-03139,SKU-0141,Secondary,3,826.49,,,,,,,,,,,,
T-02,TXN01080302,2023-02-10,SI/2223/0047717,DST-0013,OUT-00732,SKU-0042,Secondary,4,643.11,,,,,,,,,,,,
T-02,TXN01080303,2022-07-06,SI/2223/0013842,DST-0041,OUT-02532,SKU-0195,Secondary,4,362.48,,,,,,,,,,,,
T-02,TXN01080304,2023-04-06,SI/2324/0001084,DST-0082,OUT-05039,SKU-0068,Secondary,6,384.12,,,,,,,,,,,,
T-02,TXN01080305,2023-12-12,SI/2324/0041972,DST-0069,OUT-04232,SKU-0068,Secondary,8,512.16,,,,,,,,,,,,
T-02,TXN01080306,2024-02-16,SI/2324/0052762,DST-0107,OUT-06439,SKU-0185,Secondary,10,518.01,,,,,,,,,,,,
T-02,TXN01080307,2025-09-29,SI/2526/0034834,DST-0083,OUT-05059,SKU-0102,Secondary,109,1438.39,,,,,,,,,,,,
T-02,TXN01080308,2024-09-03,SI/2425/0026456,DST-0090,OUT-05414,SKU-0184,Secondary,47,8928.53,,,,,,,,,,,,
T-02,TXN01080309,2021-11-26,SI/2122/0030912,DST-0039,OUT-02373,SKU-0142,Secondary,19,1278.68,,,,,,,,,,,,
T-02,TXN01080310,2025-09-09,SI/2526/0030937,DST-0103,OUT-06194,SKU-0202,Secondary,4,985.09,,,,,,,,,,,,
T-02,TXN01080311,2022-07-08,SI/2223/0014310,DST-0071,OUT-04357,SKU-0020,Secondary,5,793.2,,,,,,,,,,,,
T-02,TXN01080312,2022-07-25,SI/2223/0016403,DST-0070,OUT-04276,SKU-0023,Secondary,16,1116.81,,,,,,,,,,,,
T-02,TXN01080313,2022-03-04,SI/2122/0044439,DST-0100,OUT-06017,SKU-0070,Secondary,2,445.81,,,,,,,,,,,,
T-02,TXN01080314,2023-09-09,SI/2324/0025392,DST-0115,OUT-06980,SKU-0102,Secondary,249,2659.32,,,,,,,,,,,,
T-02,TXN01080315,2025-06-09,SI/2526/0013131,DST-0016,OUT-00901,SKU-0197,Secondary,8,516.62,,,,,,,,,,,,
T-02,TXN01080316,2024-11-28,SI/2425/0043242,DST-0090,OUT-05426,SKU-0221,Secondary,6,2259.27,,,,,,,,,,,,
T-02,TXN01080317,2021-07-29,SI/2122/0013421,DST-0053,OUT-03316,SKU-0185,Secondary,8,374.69,,,,,,,,,,,,
T-02,TXN01080318,2021-06-14,SI/2122/0008083,DST-0082,OUT-05027,SKU-0171,Secondary,18,375.41,,,,,,,,,,,,
T-02,TXN01080319,2025-02-25,SI/2425/0058990,DST-0012,OUT-00695,SKU-0068,Secondary,45,2933.04,,,,,,,,,,,,
T-02,TXN01080320,2024-08-10,SI/2425/0022455,DST-0056,OUT-03471,SKU-0033,Secondary,10,832.84,,,,,,,,,,,,
T-02,TXN01080321,2025-06-18,SI/2526/0015061,DST-0094,OUT-05703,SKU-0168,Secondary,159,3333.67,,,,,,,,,,,,
T-02,TXN01080322,2025-04-11,SI/2526/0002274,DST-0034,OUT-02040,SKU-0048,Secondary,20,3146.74,,,,,,,,,,,,
T-02,TXN01080323,2024-02-29,SI/2324/0054570,DST-0089,OUT-05366,SKU-0177,Secondary,42,1198.4,,,,,,,,,,,,
T-02,TXN01080324,2025-08-22,SI/2526/0027270,DST-0031,OUT-01924,SKU-0217,Secondary,5,1651.77,,,,,,,,,,,,
T-02,TXN01080325,2024-07-11,SI/2425/0017582,DST-0104,OUT-06256,SKU-0001,Secondary,15,481.43,,,,,,,,,,,,
T-02,TXN01080326,2024-05-16,SI/2425/0007970,DST-0065,OUT-03962,SKU-0082,Secondary,51,1274.45,,,,,,,,,,,,
T-02,TXN01080327,2024-12-06,SI/2425/0044748,DST-0040,OUT-02429,SKU-0078,Secondary,4,536.45,,,,,,,,,,,,
T-02,TXN01080328,2025-08-26,SI/2526/0027957,DST-0099,OUT-05999,SKU-0159,Secondary,40,834.25,,,,,,,,,,,,
T-02,TXN01080329,2024-06-22,SI/2425/0014311,DST-0032,OUT-01947,SKU-0220,Secondary,10,2123.56,,,,,,,,,,,,
T-02,TXN01080330,2025-12-01,SI/2526/0048473,DST-0035,OUT-02155,SKU-0112,Secondary,9,1090.47,,,,,,,,,,,,
T-02,TXN01080331,2022-02-11,SI/2122/0041771,DST-0111,OUT-06740,SKU-0012,Secondary,3,496.38,,,,,,,,,,,,
T-02,TXN01080332,2022-12-05,SI/2223/0037026,DST-0032,OUT-01984,SKU-0060,Secondary,9,3322.25,,,,,,,,,,,,
T-02,TXN01080333,2023-03-21,SI/2223/0053460,DST-0034,OUT-02103,SKU-0060,Secondary,11,3966.91,,,,,,,,,,,,
T-02,TXN01080334,2025-08-13,SI/2526/0025455,DST-0059,OUT-03601,SKU-0072,Secondary,5,689.61,,,,,,,,,,,,
T-02,TXN01080335,2025-12-13,SI/2526/0051209,DST-0040,OUT-02432,SKU-0043,Secondary,6,1784.6,,,,,,,,,,,,
T-02,TXN01080336,2021-11-04,SI/2122/0027515,DST-0008,OUT-00496,SKU-0203,Secondary,29,1453.36,,,,,,,,,,,,
T-02,TXN01080337,2023-05-02,SI/2324/0004798,DST-0023,OUT-01330,SKU-0016,Secondary,36,5128.87,,,,,,,,,,,,
T-02,TXN01080338,2023-03-18,SI/2223/0053173,DST-0090,OUT-05446,SKU-0194,Secondary,46,2051.02,,,,,,,,,,,,
T-02,TXN01080339,2023-12-11,SI/2324/0041678,DST-0034,OUT-02058,SKU-0076,Secondary,4,983.62,,,,,,,,,,,,
T-02,TXN01080340,2023-12-02,SI/2324/0040146,DST-0107,OUT-06434,SKU-0118,Secondary,10,497.92,,,,,,,,,,,,
T-02,TXN01080341,2022-02-14,SI/2122/0041987,DST-0039,OUT-02370,SKU-0042,Secondary,1,150.98,,,,,,,,,,,,
T-02,TXN01080342,2025-11-18,SI/2526/0046001,DST-0093,OUT-05629,SKU-0185,Secondary,37,2026.75,,,,,,,,,,,,
T-02,TXN01080343,2023-02-04,SI/2223/0046798,DST-0107,OUT-06461,SKU-0102,Secondary,124,1383.84,,,,,,,,,,,,
T-02,TXN01080344,2021-07-29,SI/2122/0013450,DST-0087,OUT-05303,SKU-0051,Secondary,13,2245.0,,,,,,,,,,,,
T-02,TXN01080345,2023-05-17,SI/2324/0007259,DST-0013,OUT-00727,SKU-0044,Secondary,1,161.64,,,,,,,,,,,,
T-02,TXN01080346,2023-11-02,SI/2324/0034597,DST-0038,OUT-02322,SKU-0138,Secondary,6,1545.85,,,,,,,,,,,,
T-02,TXN01080347,2025-11-12,SI/2526/0044671,DST-0056,OUT-03465,SKU-0093,Secondary,78,731.98,,,,,,,,,,,,
T-02,TXN01080348,2025-08-25,SI/2526/0027649,DST-0044,OUT-02768,SKU-0214,Secondary,108,7945.35,,,,,,,,,,,,
T-02,TXN01080349,2023-05-23,SI/2324/0008142,DST-0053,OUT-03323,SKU-0016,Secondary,2,301.11,,,,,,,,,,,,
T-02,TXN01080350,2023-11-20,SI/2324/0037967,DST-0054,OUT-03391,SKU-0039,Secondary,2,713.82,,,,,,,,,,,,
T-02,TXN01080351,2023-10-16,SI/2324/0031727,DST-0047,OUT-02906,SKU-0139,Secondary,18,1371.24,,,,,,,,,,,,
T-02,TXN01080352,2023-02-27,SI/2223/0050041,DST-0096,OUT-05820,SKU-0166,Secondary,12,508.01,,,,,,,,,,,,
T-02,TXN01080353,2023-02-27,SI/2223/0050049,DST-0100,OUT-06019,SKU-0012,Secondary,4,696.16,,,,,,,,,,,,
T-02,TXN01080354,2025-03-03,SI/2425/0059959,DST-0074,OUT-04523,SKU-0048,Secondary,2,350.3,,,,,,,,,,,,
T-02,TXN01080355,2021-05-05,SI/2122/0003798,DST-0024,OUT-01419,SKU-0226,Secondary,8,683.37,,,,,,,,,,,,
T-02,TXN01080356,2022-08-20,SI/2223/0020305,DST-0075,OUT-04600,SKU-0133,Secondary,13,951.86,,,,,,,,,,,,
T-02,TXN01080357,2022-12-09,SI/2223/0038077,DST-0105,OUT-06326,SKU-0175,Secondary,46,1232.27,,,,,,,,,,,,
T-02,TXN01080358,2022-05-11,SI/2223/0005904,DST-0084,OUT-05151,SKU-0143,Secondary,36,4397.5,,,,,,,,,,,,
T-02,TXN01080359,2025-09-05,SI/2526/0030133,DST-0070,OUT-04296,SKU-0143,Secondary,7,973.99,,,,,,,,,,,,
T-02,TXN01080360,2025-05-21,SI/2526/0009509,DST-0011,OUT-00651,SKU-0217,Secondary,1,344.56,,,,,,,,,,,,
T-02,TXN01080361,2022-12-19,SI/2223/0039420,DST-0085,OUT-05173,SKU-0163,Secondary,12,501.5,,,,,,,,,,,,
T-02,TXN01080362,2025-02-11,SI/2425/0056699,DST-0052,OUT-03286,SKU-0221,Secondary,7,2607.78,,,,,,,,,,,,
T-02,TXN01080363,2024-09-20,SI/2425/0029872,DST-0016,OUT-00941,SKU-0012,Secondary,6,1173.79,,,,,,,,,,,,
T-02,TXN01080364,2025-09-27,SI/2526/0034649,DST-0098,OUT-05936,SKU-0042,Secondary,11,1925.86,,,,,,,,,,,,
T-02,TXN01080365,2022-02-08,SI/2122/0041245,DST-0104,OUT-06233,SKU-0162,Secondary,105,1826.94,,,,,,,,,,,,
T-02,TXN01080366,2023-01-16,SI/2223/0043685,DST-0074,OUT-04522,SKU-0025,Secondary,13,961.36,,,,,,,,,,,,
T-02,TXN01080367,2025-08-23,SI/2526/0027440,DST-0032,OUT-01947,SKU-0217,Secondary,8,2443.91,,,,,,,,,,,,
T-02,TXN01080368,2022-04-08,SI/2223/0001248,DST-0016,OUT-00972,SKU-0093,Secondary,67,541.69,,,,,,,,,,,,
T-02,TXN01080369,2023-03-23,SI/2223/0053901,DST-0106,OUT-06377,SKU-0042,Secondary,6,934.83,,,,,,,,,,,,
T-02,TXN01080370,2021-02-18,SI/2021/0006496,DST-0043,OUT-02713,SKU-0070,Secondary,21,4221.84,,,,,,,,,,,,
T-02,TXN01080371,2021-04-19,SI/2122/0002116,DST-0003,OUT-00180,SKU-0152,Secondary,26,1583.5,,,,,,,,,,,,
T-02,TXN01080372,2022-08-05,SI/2223/0017969,DST-0013,OUT-00769,SKU-0062,Secondary,13,730.35,,,,,,,,,,,,
T-02,TXN01080373,2021-12-06,SI/2122/0032258,DST-0091,OUT-05478,SKU-0067,Secondary,10,302.4,,,,,,,,,,,,
T-02,TXN01080374,2021-02-15,SI/2021/0006127,DST-0077,OUT-04740,SKU-0042,Secondary,41,5568.52,,,,,,,,,,,,
T-02,TXN01080375,2022-04-21,SI/2223/0003057,DST-0094,OUT-05665,SKU-0001,Secondary,23,667.07,,,,,,,,,,,,
T-02,TXN01080376,2023-07-17,SI/2324/0016553,DST-0059,OUT-03572,SKU-0042,Secondary,4,676.28,,,,,,,,,,,,
T-02,TXN01080377,2025-01-31,SI/2425/0054314,DST-0033,OUT-02026,SKU-0143,Secondary,14,2027.29,,,,,,,,,,,,
T-02,TXN01080378,2024-03-05,SI/2324/0055353,DST-0047,OUT-02920,SKU-0119,Secondary,13,2845.44,,,,,,,,,,,,
T-02,TXN01080379,2025-02-19,SI/2425/0058126,DST-0052,OUT-03292,SKU-0215,Secondary,41,5137.79,,,,,,,,,,,,
T-02,TXN01080380,2024-07-18,SI/2425/0018576,DST-0034,OUT-02090,SKU-0039,Secondary,5,1726.99,,,,,,,,,,,,
T-02,TXN01080381,2025-04-23,SI/2526/0004327,DST-0052,OUT-03290,SKU-0081,Secondary,150,1304.25,,,,,,,,,,,,
T-02,TXN01080382,2024-10-09,SI/2425/0033399,DST-0014,OUT-00825,SKU-0088,Secondary,23,552.65,,,,,,,,,,,,
T-02,TXN01080383,2024-03-09,SI/2324/0056249,DST-0002,OUT-00057,SKU-0037,Secondary,3,1039.97,,,,,,,,,,,,
T-02,TXN01080384,2024-06-12,SI/2425/0012631,DST-0047,OUT-02941,SKU-0144,Secondary,52,4054.53,,,,,,,,,,,,
T-02,TXN01080385,2022-09-26,SI/2223/0025885,DST-0100,OUT-06022,SKU-0099,Secondary,105,846.76,,,,,,,,,,,,
T-02,TXN01080386,2025-08-05,SI/2526/0023756,DST-0111,OUT-06760,SKU-0008,Secondary,12,653.03,,,,,,,,,,,,
T-02,TXN01080387,2024-01-04,SI/2324/0045584,DST-0046,OUT-02877,SKU-0162,Secondary,59,1193.4,,,,,,,,,,,,
T-02,TXN01080388,2023-04-20,SI/2324/0003254,DST-0022,OUT-01306,SKU-0139,Secondary,30,2285.4,,,,,,,,,,,,
T-02,TXN01080389,2021-10-13,SI/2122/0024375,DST-0056,OUT-03464,SKU-0141,Secondary,4,959.23,,,,,,,,,,,,
T-02,TXN01080390,2022-12-10,SI/2223/0038174,DST-0070,OUT-04288,SKU-0102,Secondary,103,1066.05,,,,,,,,,,,,
T-02,TXN01080391,2024-08-07,SI/2425/0021797,DST-0025,OUT-01476,SKU-0143,Secondary,15,2166.41,,,,,,,,,,,,
T-02,TXN01080392,2022-03-31,SI/2122/0048140,DST-0083,OUT-05048,SKU-0185,Secondary,10,470.79,,,,,,,,,,,,
T-02,TXN01080393,2024-02-17,SI/2324/0052871,DST-0090,OUT-05446,SKU-0044,Secondary,20,2953.28,,,,,,,,,,,,
T-02,TXN01080394,2024-03-08,SI/2324/0056239,DST-0111,OUT-06741,SKU-0159,Secondary,17,335.09,,,,,,,,,,,,
T-02,TXN01080395,2024-04-05,SI/2425/0001045,DST-0067,OUT-04099,SKU-0211,Secondary,11,1548.8,,,,,,,,,,,,
T-02,TXN01080396,2025-01-13,SI/2425/0051286,DST-0032,OUT-01965,SKU-0217,Secondary,19,5657.78,,,,,,,,,,,,
T-02,TXN01080397,2023-07-20,SI/2324/0017059,DST-0060,OUT-03675,SKU-0194,Secondary,32,1605.69,,,,,,,,,,,,
T-02,TXN01080398,2023-10-25,SI/2324/0033323,DST-0051,OUT-03212,SKU-0001,Secondary,137,3851.03,,,,,,,,,,,,
T-02,TXN01080399,2024-03-21,SI/2324/0058196,DST-0031,OUT-01915,SKU-0130,Secondary,39,788.86,,,,,,,,,,,,
T-02,TXN01080400,2024-09-04,SI/2425/0026582,DST-0014,OUT-00820,SKU-0046,Secondary,15,2463.86,,,,,,,,,,,,
T-02,TXN01080401,2021-03-18,SI/2021/0009897,DST-0008,OUT-00480,SKU-0143,Secondary,12,1450.11,,,,,,,,,,,,
T-02,TXN01080402,2024-12-06,SI/2425/0044878,DST-0095,OUT-05742,SKU-0185,Secondary,24,1211.41,,,,,,,,,,,,
T-02,TXN01080403,2022-10-12,SI/2223/0028800,DST-0091,OUT-05510,SKU-0023,Secondary,8,582.55,,,,,,,,,,,,
